linux kernel,2.6.27.8,16836
linux kernel,2.6.27.21,16768
linux kernel,2.6.27.51,16716
linux kernel,2.6.28rc1,16820
linux kernel,2.6.28rc7,16751
linux kernel,2.6.28,16908
linux kernel,2.6.28.1,16295
linux kernel,2.6.28.2,16197
linux kernel,2.6.28.3,16148
linux kernel,2.6.28.4,16148
linux kernel,2.6.28.5,16052
linux kernel,2.6.28.6,16010
linux kernel,2.6.28.7,15814
linux kernel,2.6.28.8,15778
linux kernel,2.6.28.9,15633
linux kernel,2.6.28.10,15562
linux kernel,2.6.29rc1,15442
linux kernel,2.6.29,15463
linux kernel,2.6.29.6,15392
linux kernel,2.6.30rc1,15404
linux kernel,2.6.30rc4,15385
linux kernel,2.6.30,15326
linux kernel,2.6.30.1,15001
linux kernel,2.6.30.2,14932
linux kernel,2.6.30.3,14860
linux kernel,2.6.30.4,14722
linux kernel,2.6.30.5,14629
linux kernel,2.6.30.9,14582
linux kernel,2.6.31rc1,14582
linux kernel,2.6.31rc2,14533
linux kernel,2.6.31rc3,14461
linux kernel,2.6.31rc5,14334
linux kernel,2.6.31rc6,14184
linux kernel,2.6.31rc7,14063
linux kernel,2.6.31rc10,13965
linux kernel,2.6.31,13965
linux kernel,2.6.31.1,13696
linux kernel,2.6.31.2,13520
linux kernel,2.6.31.3,13471
linux kernel,2.6.31.4,13399
linux kernel,2.6.31.5,13278
linux kernel,2.6.31.6,13229
linux kernel,2.6.32rc3,13043
linux kernel,2.6.32rc4,12994
linux kernel,2.6.32rc6,12830
linux kernel,2.6.32,12668
linux kernel,2.6.32.3,11996
linux kernel,2.6.32.4,11694
linux kernel,2.6.32.5,11569
linux kernel,2.6.32.7,11522
linux kernel,2.6.32.13,11426
linux kernel,2.6.32.58,11407
linux kernel,2.6.33rc1,11436
linux kernel,2.6.33rc4,11415
linux kernel,2.6.33rc6,11343
linux kernel,2.6.33rc8,11227
linux kernel,2.6.33,11383
linux kernel,2.6.33.1,10965
linux kernel,2.6.33.2,10849
linux kernel,2.6.33.3,10733
linux kernel,2.6.33.6,10662
linux kernel,2.6.33.7,10590
linux kernel,2.6.33.13,10166
linux kernel,2.6.33.20,10088
linux kernel,2.6.34rc1,9775
linux kernel,2.6.34rc3,9728
linux kernel,2.6.34rc5,9557
linux kernel,2.6.34,9438
linux kernel,2.6.34.6,9319
linux kernel,2.6.34.7,9184
linux kernel,2.6.35rc1,8774
linux kernel,2.6.35,8745
linux kernel,2.6.35.1,8696
linux kernel,2.6.35.3,8603
linux kernel,2.6.35.4,8512
linux kernel,2.6.35.7,8440
linux kernel,2.6.35.9,8362
linux kernel,2.6.35.13,7926
linux kernel,2.6.36rc1,7884
linux kernel,2.6.36rc3,7863
linux kernel,2.6.36rc4,7425
linux kernel,2.6.36rc5,7202
linux kernel,2.6.36rc7,7079
linux kernel,2.6.36rc8,7060
linux kernel,2.6.36,7050
linux kernel,2.6.36.1,7057
linux kernel,2.6.36.4,6217
linux kernel,2.6.37rc1,6035
linux kernel,2.6.37rc2,5784
linux kernel,2.6.37rc5,5735
linux kernel,2.6.37rc6,5594
linux kernel,2.6.37rc8,5547
linux kernel,2.6.37,5320
linux kernel,2.6.37.1,5250
linux kernel,2.6.37.2,5201
linux kernel,2.6.37.6,5080
linux kernel,2.6.38rc1,5348
linux kernel,2.6.38rc3,5279
linux kernel,2.6.38rc4,5196
linux kernel,2.6.38rc5,5147
linux kernel,2.6.38rc8,5008
linux kernel,2.6.38,4830
linux kernel,2.6.38.2,4571
linux kernel,2.6.38.3,4552
linux kernel,2.6.38.4,4482
linux kernel,2.6.38.5,4275
linux kernel,2.6.38.7,4228
linux kernel,2.6.38.8,4182
linux kernel,2.6.39rc1,3323
linux kernel,2.6.39rc7,3225
linux kernel,2.6.39,2859
linux kernel,2.6.39.1,2715
linux kernel,2.6.39.2,2545
linux kernel,2.6.39.3,2456
linux kernel,2.6.39.4,2090
linux kernel,3.0rc1,12424
linux kernel,3.0rc4,12405
linux kernel,3.0rc7,12356
linux kernel,3.0.1,12532
linux kernel,3.0.34,11894
linux kernel,3.0.43,11873
linux kernel,3.0.44,11852
linux kernel,3.0.68,11770
linux kernel,3.1rc2,11708
linux kernel,3.1.1,11749
linux kernel,3.1.7,11677
linux kernel,3.1.8,11582
linux kernel,3.1.9,11533
linux kernel,3.1.10,11493
linux kernel,3.2rc2,11625
linux kernel,3.2,11677
linux kernel,3.2.9,11465
linux kernel,3.2.13,11244
linux kernel,3.2.23,11197
linux kernel,3.2.29,11079
linux kernel,3.2.46,11001
linux kernel,3.3rc1,11136
linux kernel,3.3rc7,11188
linux kernel,3.3.0,11163
linux kernel,3.3.1,11153
linux kernel,3.3.2,10938
linux kernel,3.3.3,11040
linux kernel,3.3.4,10919
linux kernel,3.3.5,10870
linux kernel,3.3.6,10781
linux kernel,3.4rc1,10930
linux kernel,3.4,10983
linux kernel,3.4.1,11051
linux kernel,3.4.4,11002
linux kernel,3.4.7,10608
linux kernel,3.4.15,10542
linux kernel,3.4.18,10474
linux kernel,3.4.32,10427
linux kernel,3.4.79,10387
linux kernel,3.5.1,10511
linux kernel,3.5.4,10383
linux kernel,3.5.6,10311
linux kernel,3.5.7,10200
linux kernel,3.5.10,9892
linux kernel,3.6,9899
linux kernel,3.6.4,9852
linux kernel,3.6.8,9805
linux kernel,3.6.11,9835
linux kernel,3.7,9765
linux kernel,3.7.2,9589
linux kernel,3.7.3,9542
linux kernel,3.7.4,9502
linux kernel,3.7.5,9327
linux kernel,3.7.8,9200
linux kernel,3.7.9,9034
linux kernel,3.8.0,9737
linux kernel,3.8.2,9570
linux kernel,3.8.3,9388
linux kernel,3.8.4,9023
linux kernel,3.8.5,8771
linux kernel,3.8.7,8640
linux kernel,3.8.8,8568
linux kernel,3.8.10,8322
linux kernel,3.8.13,8253
linux kernel,3.9rc1,9313
linux kernel,3.9rc7,8531
linux kernel,3.9.0,8534
linux kernel,3.9.9,8235
linux kernel,3.9.11,8165
linux kernel,3.10,8211
linux kernel,3.10.1,8043
linux kernel,3.10.3,7989
linux kernel,3.10.5,7801
linux kernel,3.10.7,7754
linux kernel,3.10.9,7685
linux kernel,3.10.12,7607
linux kernel,3.11,7573
linux kernel,3.11.1,7015
linux kernel,3.11.4,6858
linux kernel,3.11.6,6656
linux kernel,3.11.7,6450
linux kernel,3.12,5978
linux kernel,3.12.1,5793
linux kernel,3.12.3,5477
linux kernel,3.12.5,4895
linux kernel,3.12.7,4652
linux kernel,3.12.9,4658
linux kernel,3.12.10,4586
linux kernel,3.12.17,4562
linux kernel,3.13,4563
linux kernel,3.13.1,4627
linux kernel,3.13.2,4558
linux kernel,3.13.3,4443
linux kernel,3.13.4,4399
linux kernel,3.13.5,4300
linux kernel,3.13.6,4164
linux kernel,3.13.9,3540
linux kernel,3.14rc1,3676
linux kernel,3.14,3748
linux kernel,3.14.1,3701
linux kernel,3.14.3,3389
linux kernel,3.14.4,3101
linux kernel,3.14.5,3060
linux kernel,3.14.7,2826
linux kernel,3.15.1,2718
linux kernel,3.15.3,2193
linux kernel,3.15.6,2124
linux kernel,3.15.7,2055
linux kernel,3.15.8,1939
linux kernel,3.15.10,1939
linux kernel,3.16.0,2806
linux kernel,3.16.2,2222
linux kernel,3.16.3,1845
linux kernel,3.17,1660
linux kernel,3.17.1,1463
linux kernel,3.17.2,1414
linux kernel,3.17.3,977
linux kernel,3.17.4,623
linux kernel,3.17.8,600
linux kernel,3.18rc1,649
linux kernel,3.18.0,602
linux kernel,3.18.1,882
linux kernel,3.18.2,437
linux kernel,3.18.4,323
linux kernel,3.18.7,504
linux kernel,3.18.8,303
linux kernel,3.18.9,303
linux kernel,3.19,331
linux kernel,3.19.1,253
linux kernel,3.19.2,348
linux kernel,3.19.5,329
linux kernel,3.19.8,303
linux kernel,3.25,190
linux kernel,4.0.0,219
linux kernel,4.0.1,268
linux kernel,4.0.2,268
linux kernel,4.0.3,219
linux kernel,4.0.5,742
linux kernel,4.0.9,173
linux kernel,4.1.1,176
linux kernel,4.1.3,225
linux kernel,4.1.4,148
linux kernel,4.1.5,313
linux kernel,4.1.10,188
linux kernel,4.2rc8,177
linux kernel,4.2.2,223
linux kernel,4.2.3,488
linux kernel,4.2.6,166
linux kernel,4.3rc7,195
linux kernel,4.3.2,479
linux kernel,4.3.3,215
linux kernel,4.4rc8,415
linux kernel,4.4,266
linux kernel,4.4.1,319
linux kernel,4.5.0,145
linux kernel,4.6.0,96
openldap,0,282
openldap,1.0,598
openldap,1.2.7,665
openldap,1.2.11,644
openldap,2.0.0,695
openldap,2.0.19,645
openldap,2.0.20,593
openldap,2.1.12,570
openldap,2.1.16,520
openldap,2.1.19,470
openldap,2.2.0,557
openldap,2.2.1,445
openldap,2.2.4,495
openldap,2.2.28.post2,445
openldap,2.3.28,373
openldap,2.3.35,363
openldap,2.3.39,363
openldap,2.4.3,323
openldap,2.4.6,548
openldap,2.4.13,548
openldap,2.4.22,648
openldap,2.4.23,588
openldap,2.4.26,424
openldap,2.4.29,384
openldap,2.4.31,358
openldap,2.4.36,315
openldap,2.4.39,272
openldap,2.4.40,282
openldap,2.4.42,232
openldap,2.6.6,182
openldap,2.30,132
openldap,3.12.3,111
openldap,10.4,93
openldap,10.5,92
openldap,10.9,43
stunnel,0.1,115
stunnel,3.3,336
stunnel,3.4a0,404
stunnel,3.24,304
stunnel,4.0,229
stunnel,4.4,195
stunnel,4.21,249
stunnel,4.23,177
stunnel,4.40,202
stunnel,4.54,109
stunnel,4.56,43
stunnel,5.0,58
squid,0,248
squid,2.0rc1,298
squid,2.3,223
squid,2.4,304
squid,2.5.6,261
squid,2.7,215
squid,3,851
squid,3.1,847
squid,3.1.0.15,747
squid,3.1.1,707
squid,3.1.16,664
squid,3.2,843
squid,3.2.0.11,793
squid,3.3.0.2,725
squid,3.3.3,675
squid,3.3.6,597
squid,3.3.8,522
squid,3.4.4,512
squid,3.4.6,462
squid,3.4.8,412
squid,3.5.1,284
squid,3.5.4,244
squid,3.5.6,218
squid,4,200
dropbear,0,365
dropbear,0.47,290
dropbear,0.49,175
dropbear,0.52,171
dropbear,2013.59,100
dropbear,2015.71,55
openssh,0,2878
openssh,1.2.1,2778
openssh,1.2.6,2720
openssh,1.2.24,2702
openssh,1.2.31,2742
openssh,2.0,2727
openssh,2.3.1,2752
openssh,2.9,2662
openssh,2.9.9,2615
openssh,3,2540
openssh,3.0.2,2393
openssh,3.2.1,2293
openssh,3.3,2218
openssh,3.6.1,2018
openssh,3.7,1943
openssh,3.7.1,1843
openssh,4.0,1719
openssh,4.2,1707
openssh,4.3,1607
openssh,4.4,1272
openssh,4.5,1030
openssh,4.6,955
openssh,4.7,820
openssh,4.9,745
openssh,5.1,680
openssh,5.6,668
openssh,5.7,593
openssh,5.8,558
openssh,6.0.4,576
openssh,6.1,550
openssh,6.3.2,500
openssh,6.4,407
openssh,6.6,332
openssh,6.9,216
openssh,7.0,88
openssh,10.4,50
lighttpd,0,50
lighttpd,1.0.2,379
lighttpd,1.1.1,429
lighttpd,1.3.0,432
lighttpd,1.3.7,482
lighttpd,1.3.16,557
lighttpd,1.4.3,659
lighttpd,1.4.7,709
lighttpd,1.4.9,726
lighttpd,1.4.12,726
lighttpd,1.4.15,957
lighttpd,1.4.18,698
lighttpd,1.4.19,548
lighttpd,1.4.24,435
lighttpd,1.4.31,485
lighttpd,1.4.33,333
lighttpd,1.4.34,275
lighttpd,1.4.35,200
lighttpd,1.5.0,150
lighttpd,5.1,50
goahead,0,118
goahead,2.0,543
goahead,2.1,668
goahead,2.1.1,568
goahead,2.1.4,393
goahead,2.1.5,343
goahead,2.1.7,168
goahead,2.1.8,161
goahead,3.0.0,193
goahead,3.6,118
goahead,5.55,50
appweb,0,268
appweb,1.0,318
appweb,1.1.2,218
appweb,1.1.3,168
appweb,2.2.2,43
appweb,5,50
pureftpd,0.90,98
pureftpd,0.96,148
pureftpd,1.0.29,98
pureftpd,1.0.31,40
wind river vxworks,5,427
wind river vxworks,5.5,485
wind river vxworks,6.5,796
wind river vxworks,6.9,462
wind river vxworks,6.9.4,58
polipo,0,100
polipo,0.9,200
polipo,1.0.1,286
polipo,1.0.4,100
pure-ftpd,0.90,134
pure-ftpd,1.0.22,178
pure-ftpd,1.0.29,98
pure-ftpd,1.0.31,40
vsftpd,0,425
vsftpd,0.6,475
vsftpd,1.2.2,425
vsftpd,2.0.4,375
vsftpd,2.0.5,307
vsftpd,2.3.3,236
vsftpd,2.6.32,196
vsftpd,2.15,118
vsftpd,3.2,50
openssl,0,1267
openssl,0.2.4.20,1217
openssl,0.6.3,1177
openssl,0.9.1rc0,2385
openssl,0.9.4,2435
openssl,0.9.6a0,2560
openssl,0.9.6,2835
openssl,0.9.7a0,3049
openssl,0.9.7b1,3124
openssl,0.9.7,2892
openssl,0.9.8a0,2729
openssl,0.9.8,2769
openssl,0.9.8.post0,2176
openssl,0.28.6,2083
openssl,0.29,2015
openssl,0.99,1965
openssl,1.0.0a0,2066
openssl,1.0.0b1,2087
openssl,1.0.0b2,2137
openssl,1.0.0b4,2087
openssl,1.0.0,2037
openssl,1.0.1a0,2036
openssl,1.0.1,1961
openssl,1.0.2a0,1749
openssl,1.0.2,1961
openssl,1.0.6,990
openssl,1.0.19,940
openssl,1.1.1,954
openssl,1.4.19,890
openssl,1.5.19,826
openssl,1.36.3,758
openssl,1.41,722
openssl,2.0.1,672
openssl,2.2.1,572
openssl,2.3.4,529
openssl,2.6.0,479
openssl,2.10.10,429
openssl,3.11.3,365
openssl,4.3.5,374
openssl,4.7,342
openssl,5.0,367
openssl,5.0.3,324
openssl,5.1.41,275
openssl,5.3,207
openssl,5.3.6,157
openssl,5.3.9,164
openssl,5.4,189
openssl,5.5,232
openssl,5.5.7,189
openssl,7.1,172
openssl,7.4,247
openssl,7.18.0,290
openssl,7.32.0,215
openssl,7.36.0,172
openssl,8.4,199
openssl,9.6.0,114
openssl,10.5,128
openssl,10.6,139
openssl,10.9.2,64
openvas,1.0.0b1,90
openvas,1.2rc1,165
openvas,2.0rc2,90
openvas,3.0b1,150
openvas,4.0.3,75
openvas,4.0.5,75
openvas,6.0.0,43
