NO SITE HERE,1024,80 http nginx 1.6.2 : 300,OS: Linux 4.11 : 1000
HiWiFi,1774,53 domain dnsmasq 2.70 : 111,80 http QWS,81 hosts2-ns,82 xfer,83 mit-ml-dev,139 netbios-ssn Samba smbd 3.X : 1663,443 ssl/https QWS,445 netbios-ssn Samba smbd 3.X : 1663
TL-WR742N,2000
TL-WR842N,2000
TL-WR885N,2000
TL-WR886N,2000
TL-WDR6300,2000
TL-WDR7400,2000
TENDA,1000
FW313R,3000
FWR310,3000
FWR200,3000
MW300R,5000
MW310R,5000
B-Link,6000
CVR100W,7000
